question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
suspect_convictionJustified,54.65,strong evidence,wo572d9yYwv41dUF,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,A couple in 2017 woke up to a destroyed be farm. The responsible were two 12 and 13 year old kids. If found guilty. they could be fined and sent to juvie for 10 years
suspect_convictionJustified,59.95,strong evidence,wo572d9yYwv41dUF,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"A couple in 2017 woke up to find their farm destroyed. The accused were two 12 and 13 year-olds. If found guilty, they would be sent to juvie."
suspect_convictionJustified,57.94736842105263,strong evidence,wo572d9yYwv41dUF,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,A couple's farm burned down in 2017. There were two twelve and 13-year-olds who accused and could go to juvie if they were found guilty.
suspect_convictionJustified,58.888888888888886,strong evidence,wo572d9yYwv41dUF,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,A couple's farm was burned down in 2017. There were two twelve and thirteen year olds who were accused
suspect_convictionJustified,85.58823529411765,strong evidence,X6VuET502t8uChYn,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Police were able to discover a group of exotic birds that were being illegally transported, most likely to be sold as exotic pets. After investigation, the police were able to arrest the ring carrying out the crime. Because of eyewitness testimonial and the fact that the suspects' testimonies have inconsistencies, it is very likely the suspects are indeed guilty."
suspect_convictionJustified,81.27777777777777,strong evidence,X6VuET502t8uChYn,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Police were able to discover a flock of exotic birds that were being transported illegally.  After investigation the police were able to identify the ring that was responsible for the crime.  With the help of eyewitness accounts and inconsistencies in the ring members' testimonies, it is likely that the ring member will be found guilty."
suspect_convictionJustified,75.5,strong evidence,X6VuET502t8uChYn,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Police were able to find a flock of exotic birds being transported illegally. The police have found that the ring and its members are likely suspects. After several eye-witness accounts and inconsistencies within the testimonies of ring members, it is very likely that the ring leader will be found guilty."
suspect_convictionJustified,37.8125,strong evidence,X6VuET502t8uChYn,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Police found a flock of exotic birds being transported illegally. Although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught."
suspect_convictionJustified,79.77777777777777,strong evidence,X6VuET502t8uChYn,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"After a police seizure of exotic birds being sold by an illegal trading ring, the police attempted to open a case against the ring. However, due to the inconsistencies of the evidence presented by eyewitnesses and ring members, the likelihood of the ringleader being caught is low."
suspect_convictionJustified,44.1764705882353,strong evidence,XqLTvxT4xRASDgeX,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There were a series of multiple arsons in Bavaria, Germany. The arsons created much material damage, and the police were quick to investigate the perpetrator. Because original investigations were fruitless, the police then turned to the public for help, offering a monetary reward. Then, a specific shirt of the perpetrator turned up, with a specialized design. In this way, the police arrested a man. Because of the physical evidence, it is indubitable that the suspect is guilty."
suspect_convictionJustified,61.8125,strong evidence,XqLTvxT4xRASDgeX,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There was a series of multiple arsons in Bavaria, Germany. Police are offering a monetary reward to citizens who can help track down the arsonists. A specific shirt design was identified and used to track down the suspect, whose guiltiness was indubitable."
suspect_convictionJustified,52.294117647058826,strong evidence,XqLTvxT4xRASDgeX,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"After a series of multiple arsons, police put out an offer for people to catch him, who was wearing a very easy to identify shirt"
suspect_convictionJustified,72.15,strong evidence,XqLTvxT4xRASDgeX,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,A suspected arsonist was wearing a very identifiable shirt. Police were asking the public to look for him.
suspect_convictionJustified,69,strong evidence,XqLTvxT4xRASDgeX,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,An arsonist was wearing an identifiable shirt. Police were asking people to look for him.
suspect_convictionJustified,74.10526315789474,strong evidence,Y21T5zOAWJkVUCBc,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"In April 2018, a series of arsons occured in Bavaria, Germany. The arsons ranged from trash cans to town houses, with as many as 6 fires started in one night. These fires incurred over 200000 dollars in damages. Though the manhunt was slow, a 6000 dollar reward for information eventually became fruitful. A unique black shirt found at one of the crime scenes may have been a crucial clue. A 37 year old man was arrested, and the evidence leaves little doubt that he is guilty."
suspect_convictionJustified,44.578947368421055,strong evidence,Y21T5zOAWJkVUCBc,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There was a string of deliberate arsons in Bavaria, Germany over a long period of time. As many as 6 fires were started in one night, and it caused an extreme amount of damage - as much as 200,000 dollars. A black shirt was discovered as a key clue after a 6,000 dollar reward was offered, and a 37 year old man was arrested. He is presumed guilty."
suspect_convictionJustified,58.44444444444444,strong evidence,Y21T5zOAWJkVUCBc,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There was a series of 6 deliberate arsons in Bavaria Germany that happened over an extended period of time. An extreme amount of damage, as much as 200,000 dollars, was caused. A black shirt and 6000 were used as clues to find the suspect."
suspect_convictionJustified,58.64705882352941,strong evidence,Y21T5zOAWJkVUCBc,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There were six deliberate arsons that happened in Germany. It caused a total of 200,000 in damage. And something and 6000 were used to find the suspect."
suspect_convictionJustified,76.6842105263158,strong evidence,Y21T5zOAWJkVUCBc,5,How justified would a conviction of the suspect(s) in the crime  be?,arson,There were 6 deliberate arsons in Germany. Hundreds of thousands were impacted and this caused thousands in damage
suspect_convictionJustified,86.41176470588235,strong evidence,yigh7rXcJyUtupyp,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A professor in the Neuroscience department at Corsen University has been arrested for sexual harassment. 11 women, all former graduate students, have come forward with allegations against Prof. Jim Smith. He faces charges of making inappropriate comments on women's appearances, making students come to his private home for meetings, and hosting several hot-tub parties that included nudity at which some of his student were present. Smith is also known to have had several quid pro quo relationships with some of his students. He has been suspended indefinitely and may even be fired, a rarity for professors with tenure. Over 100 people who know him have testified about his character."
suspect_convictionJustified,79.94117647058823,strong evidence,yigh7rXcJyUtupyp,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A professor in the Neuroscience department at Corsen University has been suspended indefinitely and could be fired––a rarity for professors with tenure––based on charges of harassment. 11 women, all former graduate students, have come forward to accuse Prof. Jim Smith of misconduct. Smith was said to have made inappropriate comments about women's appearances, invited students to his private home for meetings, and hosted several hot-tub parties, which involved nudity and at which students were present. He was also accused of having had quid-pro-quo relationships with many students. Over 100 people will testify about Smith's character."
suspect_convictionJustified,80.66666666666667,strong evidence,yigh7rXcJyUtupyp,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,Professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.
suspect_convictionJustified,84.66666666666667,strong evidence,yigh7rXcJyUtupyp,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"11 women have come forward to report sexually inappropriate behavior and harassment against a professor. As a result, this professor is likely to lose tenure and will likely be charged with harassment."
suspect_convictionJustified,65.72222222222223,strong evidence,yigh7rXcJyUtupyp,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,A woman has charged a professor with sexual harassment. The professor will most likely lose tenure.
suspect_convictionJustified,66.5,strong evidence,zY2xAjwo9f1AcbN4,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"Since mid-April of 2018, a vandal pyromaniac has been loose in German region of Bavaria. These fires igniting cars, houses, and more have amounted to at least $450,000 in damages. Initially, there were no leads on finding this criminal. However, after offered $6000 for any pieces of evidences relating to the case, a crumpled black T-shirt was found at one of the scenes of the crime bearing a unique insignia. Using this lead, the police were able to identify a suspect, compiling enough evidence to convict him of the crimes without any reasonable doubt."
suspect_convictionJustified,47.166666666666664,strong evidence,zY2xAjwo9f1AcbN4,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"Beginning this year, there was a vandal pyromaniac wreaking havoc around the German region of Bavaria. They caused $450,000 worth of damage to houses and cars. There were no leads in the investigation until the police offered a $6,000 reward for any evidence. When that happened, a black t-shirt with an insignia was found at one of the crime scenes. This piece of evidence was enough to convict the criminal without any reasonable doubt."
suspect_convictionJustified,76.94444444444444,strong evidence,zY2xAjwo9f1AcbN4,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"At the beginning of this year, a pyromaniac was causing destruction in Bavaria, causing $45,000 worth of damage to cars and houses. It wasn't until police offered a $6,000 reward that a tip turned up. A black shirt with an insignia on it led police to discover the perpetrator of the events."
suspect_convictionJustified,63.833333333333336,strong evidence,zY2xAjwo9f1AcbN4,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"At the beginning of this year, a pyromaniac was wreaking havoc on Bavaria, causing up to $45,000 in damages. It wasn't until police offered a $6,000 reward for information that the suspect was discovered; an insignia on a black shirt led the police to the suspected perpetrator."
suspect_convictionJustified,66.66666666666667,strong evidence,zY2xAjwo9f1AcbN4,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,A pyromanic caused $45000 dollars in damages before the police caught him by offering a $6000 reward. The crucial clue was an logo on a black shirt.
suspect_convictionJustified,36.86666666666667,weak evidence,0,0,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"Since mid-April 2018, a region in Bavaria, Germany, has faced a series of fires set by one or more vandals that ignited trash cans, a car, and even an entire town house. At its peak, 8 different fires were started in a single night. Fortunately, nobody was hurt, but the material damages are estimated at around $450,000. The police could not make significant advances in finding the perpetrator until they publicly offered a reward of $6000 for each helpful tip. A crumpled-up black shirt found at one of the crime scenes and bearing a unique design may have been the critical clue. About a week ago, the police arrested a 37 year old suspect on charges of second-degree arson. If found guilty, he will face up to 10 years in prison. According to recent reports though, experts don't believe that the existing evidence clearly points to him."
suspect_convictionJustified,62.111111111111114,weak evidence,0,0,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, and the evidence so far doesn't warrant rushed conclusions about the guilt of the suspects."
suspect_convictionJustified,72.03703703703704,weak evidence,0,0,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A professor in the Neuroscience department at Corsen University has been accused of sexual harassment. 11 women, all of them former graduate students in the department, have come forward with stories about Prof. Jim Smith. The list of allegations against Smith includes frequently commenting on women's appearance, forcing students to have meetings with him in his private home, and hosting several hot-tub parties that included nudity, which students were present at. Witnesses also claim that it was well-known that Smith engaged in a series of quid pro quo sexual relationships with his female graduate students. An independent investigation by an external law firm was commissioned. If found guilty of sexual harassment, Smith may be suspended for an indefinite amount of time or even fired, a rarity for tenured professors. The report by the official investigation is based on testimony about his character by over 100 of his current and former students, and indicates that the facts are much less clear than the original allegations suggest."
suspect_convictionJustified,56.6,weak evidence,0,0,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. However, news outlets recently acquired access to the camera footage and found that the video material is of very poor quality and therefore potentially unreliable."
suspect_convictionJustified,45.82142857142857,weak evidence,0,0,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on an anonymous tip, which provides a very weak case for the suspects' guilt. Moreover, all four suspects appear to have plausible alibis. Thus, it seems very unlikely that they were involved."
suspect_convictionJustified,37.21052631578947,weak evidence,0pAib2pGE31qYJPY,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"Since mid-April 2018, a region in Bavaria, Germany, has faced a problem of arson.  Many fires have been started by arsonists lighting up trash cans and other objects near people's houses, with damages around $450,000.  Nothing happened until police offered a reward of $6000 for every tip.  Police have found a critical clue--a crumpled-up black shirt bearing a unique design, found near one of the crime scenes--that connects a certain man with the crime.  However, they're not sure if the evidence is strong enough to convict him."
suspect_convictionJustified,54.294117647058826,weak evidence,0pAib2pGE31qYJPY,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"Beginning in April 2018, there have been a series of arson crimes occurring in Germany. The damage caused by these crimes have amounted to nearly $450,000. Recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. Though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him."
suspect_convictionJustified,44.22222222222222,weak evidence,0pAib2pGE31qYJPY,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There have been many crimes involving arson in Germany, with damages totaling over $400,000. Tips to solve the crime are valued around $6000. One tip is a uniquely labeled shirt, but police aren't sure if that evidence is enough to convict the suspect."
suspect_convictionJustified,36.1875,weak evidence,0pAib2pGE31qYJPY,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There have been many crimes involving arson in Germany, and the total damages have been around $400,000. Tips for information on suspects are around $6,000. One of the tips is a uniquely labeled shirt, but police are unsure if that is enough evidence to convict the suspect."
suspect_convictionJustified,30.27777777777778,weak evidence,0pAib2pGE31qYJPY,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",arson,"There have been many crimes involving arson in Germany, and the damaged have totaled $40,000. Tips for the crimes are about $6,000. One of the tips is a uniquely tagged shirt, although officials are unsure whether it is enough to convict the suspect."
suspect_convictionJustified,64.16666666666667,weak evidence,2HFGojXNxZKcfqEj,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"In August 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. Turns out they were distributing pornographic material. They could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad."
suspect_convictionJustified,57.3125,weak evidence,2HFGojXNxZKcfqEj,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"In August 2015, a man and woman sent a link to draw in people. They were sending porn in a coffee shop. They may be acquitted though because the cameras that caught them were bad."
suspect_convictionJustified,53.421052631578945,weak evidence,2HFGojXNxZKcfqEj,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"In August 2015 a man and a woman sent a link to people to draw them in. They are setting them a link for porn, but may not get in trouble because the cameras they were using were bad."
suspect_convictionJustified,56.166666666666664,weak evidence,2HFGojXNxZKcfqEj,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"People were sending porn links to attract people, but because the cameras were so low quality, they may not get in trouble for it."
suspect_convictionJustified,55.75,weak evidence,2HFGojXNxZKcfqEj,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,People were sending porn links to other people in order to attract them. The images generated by the camera were so low-quality though that they may not get in trouble.
suspect_convictionJustified,47.888888888888886,weak evidence,81N1939JUQFeOfiX,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In late December of 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The beehives had been destroyed and the tools in their shed thrown everywhere, causing about $60,000 worth of damages. Three weeks later, police arrested two boys (12 and 13 years old) for, allegedly, committing the crime. The boys were charged with three different things. Since they were still minors, they were tried in juvenile court and face up to 10 years in prison and a $10,000 fine. However, police say that the allegations against the boys may not be enough to determine that they are guilty."
suspect_convictionJustified,54.470588235294116,weak evidence,81N1939JUQFeOfiX,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In late December of 2017, a couple discovered their 30 beehives destroyed and their shed ransacked, which caused over $60,000 worth of damages. Weeks later, a 12 year old boy and a 13 year old boy were allegedly found at fault for the crime. Because they were minors, they were only in jail for a year and had to pay a $10,000 fine; however, this allegation is not enough to prove they were guilty."
suspect_convictionJustified,58.611111111111114,weak evidence,81N1939JUQFeOfiX,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"One day, a couple with 30 behives found their shed ransacked and the beehives destroyed which resulted in over 60k in damage. A boy and a girl who were both minors were sentenced to 10k in fines and only a year in jail, since they were minors."
suspect_convictionJustified,58.875,weak evidence,81N1939JUQFeOfiX,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"One day a couple's shed was destroyed that housed their 60 beehives, resulting in thousands of dollars in damages. A boy and girl were convicted and given a fine of $1000, but were given leniency since they were minors"
suspect_convictionJustified,70.2,weak evidence,81N1939JUQFeOfiX,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"A couple's house was destroyed resulting in thousands of dollars of damage as their beehives were also messed up. Also, a boy and girl were charged with $1000 of damage but were let off because they were minors."
suspect_convictionJustified,48.1875,weak evidence,BsdiuDZbJFgAmb3A,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"A scam email was sent out to thousands of people in spain declaring that the recipients had infringed copyright by distributing pornographic content and were now required to pay an $11,000 fine. Ultimately, about 5% of the recipients paid the scammers, resulting in a net profit of about $17 million for them. Weeks later, the emails were traced to an internet cafe and security footage was probed to arrest a man and a woman who are suspected of the crime. However, the footage was not clear."
suspect_convictionJustified,52.5,weak evidence,BsdiuDZbJFgAmb3A,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"A scam email was sent to thousands of people in Spain accusing the recipients of infringing copyright by distributing pornographic material, and demanded a $11,000 fine. Of the recipients, 5% actually paid the fine, resulting in a net profit of $17,000 to the senders of the email. Weeks later, the email was traced back to a cafe where footage found a man and a woman, who were thought to be responsible for the scam. However, the footage was not clear."
suspect_convictionJustified,31.4,weak evidence,BsdiuDZbJFgAmb3A,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,There was a scam in Spain where an email was sent asking for 11K for something to do with pornographic materials. There is a couple that is suspected to have done it but the footage that spotted them in a cafe isn't clear.
suspect_convictionJustified,37.5,weak evidence,BsdiuDZbJFgAmb3A,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,"There is a scam in spain that asked for 11K in relation to some sort of pornographic materials. There were reports of a couple being suspected in this case, but the footage they found of them in a cafe is not clear."
suspect_convictionJustified,43.1,weak evidence,BsdiuDZbJFgAmb3A,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",scam,There was a scam in Spain that was related to pornographic material. It involved 11k and there's footage of the couple at the Cafe but they're not sure.
suspect_convictionJustified,43.388888888888886,weak evidence,dFldvCr6UePGCwtX,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Thanks to a routine cargo check, Indonesian police were able to prevent a recent smuggling attempt. They discovered 150 exotic birds stuffed into a pipe sealed by wire at each end. The shipment had an estimated total worth of $250,000. Four men were arrested for purportedly committing the crime. If found guilty, they face up to 7 years in prison and an $8,000 fine. However, all of the men appear to have an alibi, and it is unlikely that they committed the crime."
suspect_convictionJustified,46.421052631578945,weak evidence,dFldvCr6UePGCwtX,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Thanks to a routine cargo check, Indonesian police have stopped an attempt at smuggling 150 exotic birds into the country. The birds were stuffed in a pipe sealed with wire at each end, and the shipment would've been worth about $250,000. The four men currently charged with the smuggling attempt face 7 years in prison and an $8,000 fine. However, each man has an alibi, and it is unlikely that they had anything to do with the purported smuggling attempt."
suspect_convictionJustified,38.72222222222222,weak evidence,dFldvCr6UePGCwtX,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Indonesian police have stopped an attempted smuggling of exotic birds into the country. The birds were stuffed in a pipe with wire taped to the ends. The shipment would have been worth $250,000 dollars. The four men accused of the smuggling face up to 7 years in prison and an $8,000 fine. However, each guy has an alibi and it is unlikely that they had anything to do with the smuggling."
suspect_convictionJustified,40.1578947368421,weak evidence,dFldvCr6UePGCwtX,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Exotic birds were caught being smuggled in.  Men may face close to a decade in prison.  However, it suspects unlikely guilty since they have alibis."
suspect_convictionJustified,31.5625,weak evidence,dFldvCr6UePGCwtX,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",smuggler,"Five men were accused of smuggling birds; however, they will be not guilty because they have alibis."
suspect_convictionJustified,69,weak evidence,eU3nwUBrKXAOhZDn,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A professor in the neuroscience department was accused of sexual misconduct. Apparently, the professor had received sexual favors in return for quid pro quo actions, and had participated in unprofessional acts. Investigations are underway by an external firm, and if the professor is found to be guilty of these actions, he may be suspended or even fired, which is rare for a tenured professor. However, the testimonies of about 100 students, which this investigation is based off of, may be less reliable than previously thought."
suspect_convictionJustified,67.28571428571429,weak evidence,eU3nwUBrKXAOhZDn,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A professor has been accused of sexual misconduct. He has performed sexual favors. An external firm is conducting an investigation, and if found guilty, this professor could be suspended or even fired, which is rare for a tenured professor. However, the testimony of 100 students, of which this is based on, may not be as strong as previously thought."
suspect_convictionJustified,72.66666666666667,weak evidence,eU3nwUBrKXAOhZDn,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A tenure professor is accused of sexual misconduct and is being investigated by an outside law firm. If found guilty, he will be arrested and discharged but testimony from 100 students might not be strong enough evidence."
suspect_convictionJustified,85.46666666666667,weak evidence,eU3nwUBrKXAOhZDn,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,"A tenure professor is being accused of sexual misconduct and investigated by an outside law firm. If guilty, he will be discharged and let go, but it is unclear if 100 students' testimonies will be enough."
suspect_convictionJustified,82.07142857142857,weak evidence,eU3nwUBrKXAOhZDn,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",professor,A professor with tenure was accused of sexual assault by over 100 of his students. It's unclear if that will be enough to convict him.
suspect_convictionJustified,71.33333333333333,weak evidence,fmqv2eegACZcA9lj,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In December of 2017, a couple checked in on their collection of beehives to find that they had been destroyed. About a half million bees died and $60,000 in damage accrued. Three weeks later, police arrested two teenagers(12 and 13 years old) for the damage. They face juvenile detention and up to 10 years of prison if convicted. The police are in no rush to determine guilt as of now."
suspect_convictionJustified,52.4375,weak evidence,fmqv2eegACZcA9lj,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In December 2017, a couple checked on their beehives to find that about half a million of bees had been destroyed and they had lost $60,000 in property damage. The police suspected two teenagers (12 and 13 years old) who could face up to 10 years in prison if they are convicted. However, law enforcement is not in any rush to determine guilt."
suspect_convictionJustified,64.41176470588235,weak evidence,fmqv2eegACZcA9lj,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,Two teenagers were accused of destroying a couple's beehives which damaged their business and made them lose income. The police have not made any conclusions about the teenagers' guilt.
suspect_convictionJustified,51,weak evidence,fmqv2eegACZcA9lj,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"Two teens were accused on damaging a couple's beehives, thus damaging the couple's livelihood. The police have not made any assumptions about the teens' innocence or guilt."
suspect_convictionJustified,49.529411764705884,weak evidence,fmqv2eegACZcA9lj,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,Two teens have been accused of negatively impacting a couple's livelihood by destroying the couple's beehive. The police have not concluded whether these teens are guilty or not.
suspect_convictionJustified,60.214285714285715,weak evidence,g68f2j0tIyuwyIOJ,1,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"In December 2017, 50 beehives were destroyed resulting in damages of $60,000. The beehives were hacked apart and thrown from the shed resulting in the death of nearly 1/2 a million bees. The suspects, a 12 and 13 year old, are being charged and could face up to 10 months in juvie and fines of $10,000. Investigators remind that there isn't enough evidence yet to assume the boys guilty."
suspect_convictionJustified,57.23529411764706,weak evidence,g68f2j0tIyuwyIOJ,2,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"A 12 year old boy and 13 year old boy are suspects of damaging a bee hive. The damages cost $60,000 and the beehive was hacked apart and thrown from a shed. If the boys are found guilty, they may have to pay a fine up to $10,000 or serve time in juvie."
suspect_convictionJustified,70.72222222222223,weak evidence,g68f2j0tIyuwyIOJ,3,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,Two boys destroyed a beehive with damages costs of up to 60k. They could face fines of up to 10k or time in juvie.
suspect_convictionJustified,55.1875,weak evidence,g68f2j0tIyuwyIOJ,4,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,"Two boys damaged a beehive, with damages amounting to over 60k. The boys face fines of 10k and possibly juvie time."
suspect_convictionJustified,74.57142857142857,weak evidence,g68f2j0tIyuwyIOJ,5,"How justified would a conviction of the suspect(s) in the crime (i.e., the person/people underlined in the story) be?",bees,Two boys damaged a beehive with damages up to 60k. The boys are facing charges of 10k and possible juvie time.
