story_tokenized,tensor,story_id,story,token_id
.,1012,22,"two boys arrested for the destruction of a couple's beehive and their equipments, killing half a million bees causing great monetary damage. however, even though they are still minors, they are facing charges of up to ten years in imprisonment and thousands of dollars in fine if found guilty.",58
a,1037,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,0
sc,8040,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,1
##am,3286,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,2
##mer,5017,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,3
in,1999,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,4
spain,3577,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,5
managed,3266,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,6
to,2000,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,7
sc,8040,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,8
##am,3286,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,9
millions,8817,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,10
of,1997,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,11
dollars,6363,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,12
out,2041,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,13
of,1997,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,14
people,2111,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,15
.,1012,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,16
the,1996,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,17
sc,8040,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,18
##am,3286,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,19
##mer,5017,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,20
used,2109,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,21
a,1037,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,22
sign,3696,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,23
up,2039,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,24
button,6462,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,25
to,2000,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,26
get,2131,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,27
5,1019,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,28
%,1003,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,29
out,2041,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,30
of,1997,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,31
the,1996,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,32
users,5198,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,33
.,1012,23,a scammer in spain managed to scam millions of dollars out of people. the scammer used a sign up button to get 5% out of the users.,34
two,2048,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,0
boys,3337,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,1
destroyed,3908,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,2
a,1037,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,3
bee,10506,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,4
##hi,4048,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,5
##ve,3726,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,6
with,2007,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,7
damages,12394,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,8
costs,5366,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,9
of,1997,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,10
up,2039,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,11
to,2000,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,12
60,3438,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,13
##k,2243,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,14
.,1012,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,15
they,2027,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,16
could,2071,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,17
face,2227,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,18
fines,21892,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,19
of,1997,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,20
up,2039,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,21
to,2000,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,22
10,2184,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,23
##k,2243,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,24
or,2030,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,25
time,2051,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,26
in,1999,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,27
ju,18414,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,28
##vie,13469,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,29
.,1012,24,two boys destroyed a beehive with damages costs of up to 60k. they could face fines of up to 10k or time in juvie.,30
beginning,2927,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",0
in,1999,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",1
april,2258,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",2
2018,2760,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",3
",",1010,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",4
there,2045,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",5
have,2031,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",6
been,2042,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",7
a,1037,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",8
series,2186,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",9
of,1997,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",10
arson,24912,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",11
crimes,6997,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",12
occurring,10066,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",13
in,1999,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",14
germany,2762,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",15
.,1012,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",16
the,1996,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",17
damage,4053,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",18
caused,3303,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",19
by,2011,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",20
these,2122,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",21
crimes,6997,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",22
have,2031,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",23
amounted,18779,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",24
to,2000,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",25
nearly,3053,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",26
$,1002,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",27
450,10332,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",28
",",1010,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",29
000,2199,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",30
.,1012,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",31
recently,3728,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",32
",",1010,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",33
the,1996,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",34
police,2610,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",35
have,2031,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",36
been,2042,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",37
offering,5378,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",38
rewards,19054,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",39
of,1997,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",40
up,2039,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",41
to,2000,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",42
$,1002,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",43
6000,25961,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",44
per,2566,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",45
tip,5955,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",46
given,2445,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",47
",",1010,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",48
resulting,4525,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",49
in,1999,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",50
more,2062,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",51
clues,15774,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",52
.,1012,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",53
though,2295,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",54
the,1996,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",55
police,2610,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",56
have,2031,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",57
found,2179,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",58
certain,3056,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",59
evidence,3350,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",60
linking,11383,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",61
one,2028,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",62
man,2158,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",63
to,2000,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",64
the,1996,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",65
crimes,6997,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",66
",",1010,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",67
they,2027,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",68
are,2024,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",69
unsure,12422,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",70
if,2065,25,"beginning in april 2018, there have been a series of arson crimes occurring in germany. the damage caused by these crimes have amounted to nearly $450,000. recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him.",71
